scorer,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi
labeled-data/211/img0772.png,790.9581945663085,777.949931927459,804.9121854652734,768.0710003175724,819.1131496544855,760.5383149650338,834.3020070046863,753.0056296124952,851.8371106122352,742.6327514221142
labeled-data/211/img0791.png,783.4255092137699,787.0879436666042,797.8734466932292,773.6278993481337,814.544143784913,763.6254810931233,830.8443809412261,755.2283892247198,846.1567249365502,745.5964309050802
labeled-data/211/img0811.png,784.1664290845115,786.3470237958627,797.0090401773641,774.9862524444931,813.1857906885535,765.2308074797301,829.2390545546193,756.2162823857084,843.0695588084607,746.9547840014396
labeled-data/211/img0853.png,771.4473046367823,790.0516231495702,786.1422154064887,782.2719645067845,800.4666662408245,773.6278993481336,814.0501972044185,764.613374254112,829.362541199743,754.1170094186075
labeled-data/211/img0877.png,763.7911326391201,799.8070681143333,778.9799899893208,787.5818902470986,793.6749007590273,777.2090120567177,807.999351593363,768.4414602529432,824.0526154594288,757.3276621918207
labeled-data/211/img0883.png,764.5320525098616,799.5600948240861,779.7209098600624,787.0879436666042,793.9218740492744,777.949931927459,806.7644851421271,769.7998133493026,822.817749008193,758.68601528818
labeled-data/211/img0916.png,751.6894414170088,804.3760739839059,768.7305984440633,794.3736557288956,782.4376160527811,785.2356439897505,796.6385802419933,775.7271723152344,812.0744108824412,764.2429143187412
labeled-data/211/img0968.png,729.7088185850109,816.3542785608934,746.3795156766947,810.3034329498378,762.6797528330077,799.4366081789624,777.4981502478378,788.6932700532107,792.6870075980386,776.4680921859758
labeled-data/211/img1020.png,721.4352133617308,823.269530687814,736.5005840668081,814.0080323035453,750.454574965773,805.6109404351416,765.3964590257266,796.59641534112,779.2269632795679,787.4584036019747
labeled-data/211/img1049.png,709.9509553652376,829.814322879364,728.2269788435281,818.3300648828707,742.4279430327401,810.1799463047142,757.8637736731881,801.5358811460634,771.5707912819059,791.7804361813003
labeled-data/211/img1130.png,685.1301396953974,844.6327202941941,700.072023755351,835.8651684904196,714.7669345250574,827.4680766220159,728.9678987142695,819.0709847536123,744.6507026449647,808.3276466278605
labeled-data/211/img1218.png,657.345644542591,860.68598416026,675.9921279562521,852.041919001609,688.7112524039812,843.6448271332055,704.2705696895529,833.5189222330716,720.0768602653715,821.0467710755895
labeled-data/211/img1272.png,649.5659858998052,867.8482095774277,666.4836562817361,857.4753313870467,680.8081071160718,848.5842929381487,694.5151247247896,840.187201069745,708.7160889140018,829.1968896537461
labeled-data/211/img1278.png,642.4037604826374,870.1944558347759,658.2100510584561,862.4147971919901,672.0405553122974,854.0177053235864,687.8468458881161,843.8918004234527,704.7645162700471,832.5310290720828
labeled-data/211/img1370.png,621.164057521381,890.8167255704142,635.4885083557167,880.196874089786,649.5659858998052,869.4535359640342,664.0139233792645,858.9571711285296,679.6967273099597,846.6085066161713
labeled-data/211/img1377.png,621.4110308116282,890.8167255704142,636.4764015167053,879.5794408641681,649.8129591900523,870.1944558347758,663.5199767987702,859.6980909992712,679.3262673745888,847.2259398417892
labeled-data/211/img1518.png,578.1907050183739,915.14359465976,595.7258086259228,907.2404493718507,610.9146659761235,897.9789509875819,625.4860901007065,887.9765327325716,640.181000870413,875.2574082848424
labeled-data/211/img1559.png,571.3989395365768,924.4050930440287,584.6120105648002,913.661754918277,599.0599480442595,905.7586096303677,614.619265329831,896.2501379558518,629.5611493897848,882.0491737666396
labeled-data/211/img1680.png,546.3311505764892,949.2259087138689,555.7161356058816,936.136324330769,569.7936131499702,924.6520663342758,584.6120105648001,914.6496480792655,598.6894881088887,904.400256534008
labeled-data/211/img1767.png,518.79362871393,968.9837719336423,530.1544000652997,956.5116207761604,543.6144443837703,945.644796005285,557.4449486376117,935.2719178149041,572.3868326975653,922.5527933671749
labeled-data/211/img1779.png,515.2125160053461,968.489825353148,529.1665069043111,957.7464872273962,542.1326046422872,947.2501223918916,556.3335688314994,936.8772442015106,571.5224261817002,921.6883868513098
labeled-data/211/img1821.png,503.60477136372924,969.3542318690131,522.0042814871433,963.1798996128339,536.8226789019733,951.572154971217,550.7766698009381,940.9523034905887,563.2488209584201,929.2210722038484
labeled-data/211/img1941.png,477.4256025975294,998.3735934730552,490.6386736257529,985.6544690253261,503.4812847186056,974.0467243837091,519.9050085200422,963.426872903081,534.8468925799958,950.5842618102283
labeled-data/211/img1948.png,478.5369824036417,997.6326736023136,491.3795934964944,984.5430892192138,504.7161511698414,973.0588312227205,519.9050085200422,962.562466387216,535.093865870243,951.2016950358462
labeled-data/211/img2110.png,432.5999504176686,1017.0200768867163,452.35781363744195,1009.7343648244249,466.92923776202485,1000.3493797950325,481.0067153061134,990.3469615400223,497.6774123977972,978.245270317911
labeled-data/211/img2131.png,426.3021315163658,1021.0951361757946,445.81302144589205,1012.5745576622672,460.38444557047495,1003.807005858493,475.4498162755521,994.7924807644713,491.6265667867416,983.0612494777308
labeled-data/211/img2388.png,367.7694617277871,1059.3759961641056,382.0939125621228,1049.497064554219,396.17139010621133,1041.4704326211856,410.3723542954235,1033.4438006881528,427.2900246773545,1023.8118423685133
labeled-data/211/img2472.png,338.50312683349773,1073.7004469984413,355.050337280058,1062.7101355824423,371.4740610814946,1054.4365303591621,387.77429823780767,1046.4098984261293,403.5805888136264,1038.2597798479726
labeled-data/211/img2542.png,327.8832753528695,1079.6278059643732,344.1835125091826,1069.7488743544866,358.5079633435183,1062.0927023568242,372.33846759735974,1054.5600170042856,387.7742982378077,1046.1629251358818
labeled-data/211/img2610.png,303.43291961839986,1084.69075841444,320.597563290578,1080.862672415609,335.41596070540817,1074.317880224059,350.85179134585604,1066.1677616459024,368.5103815985286,1055.918370100645
labeled-data/211/img2635.png,293.0600414280187,1092.4704170572259,312.07698477705065,1085.4316782851815,326.64840890163356,1078.1459662228901,341.8372662518344,1070.983740805722,357.3965835374061,1060.3638893250939
labeled-data/211/img2815.png,240.5782172504953,1108.770654213539,259.96562053489805,1103.460728473225,275.7719111107168,1099.0152092487758,293.3070147182658,1093.4583102182144,308.00192548797236,1086.4195714461703
labeled-data/211/img2957.png,197.2344048121172,1127.2936509820765,214.64602177454262,1118.526099178302,230.82277228573213,1113.3396600831113,247.86392931278675,1108.2767076330447,262.9293000178641,1099.8796157646407
labeled-data/211/img2990.png,183.8978471387701,1123.8360249186162,202.91479048780207,1121.489778661268,219.2150276441152,1117.044259436819,235.51526480042835,1111.8578203416284,253.17385505310088,1104.4486216342134
labeled-data/211/img3183.png,111.65815974147328,1132.8505500126375,129.81069657464016,1129.6398972394245,149.69204643953725,1128.1580574979416,169.20293636906356,1126.3057578210878,187.8494197827248,1120.9958320807737
labeled-data/211/img3200.png,111.90513303172045,1132.9740366577612,128.20537018803358,1130.2573304650425,147.83974676268352,1127.664110917447,169.07944972393997,1125.6883245954698,186.61455333148896,1122.971618402751
labeled-data/211/img3593.png,79.18117207397061,1155.572092715377,78.31676555810552,1144.4582946542546,83.2562313630489,1134.208903108997,95.60489587540732,1131.6156835614015,109.064940193878,1130.380817110166
